age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,y
40,technician,divorced,secondary,no,700,yes,yes,cellular,18,jul,503,no
34,housemaid,married,secondary,no,5,no,no,telephone,21,jul,305,no
45,management,single,tertiary,no,0,yes,no,unknown,15,may,197,no
39,services,married,secondary,no,150,no,no,unknown,12,jun,243,no
34,technician,divorced,secondary,no,-276,yes,no,unknown,29,may,175,no
31,blue-collar,married,primary,no,3007,yes,no,unknown,9,may,283,no
43,management,single,tertiary,no,1046,no,no,unknown,9,jun,901,yes
50,technician,divorced,tertiary,no,-1455,yes,yes,cellular,6,feb,119,no
49,technician,married,secondary,no,0,yes,yes,cellular,21,jul,95,no
59,retired,married,primary,no,1115,no,no,unknown,19,jun,834,yes
48,management,married,tertiary,no,1167,yes,yes,cellular,1,jun,264,yes
31,services,married,secondary,no,2050,yes,no,cellular,18,nov,271,no
27,technician,married,tertiary,no,8,yes,yes,cellular,18,may,398,no
44,services,married,secondary,no,646,yes,no,unknown,3,jun,183,no
58,services,married,secondary,no,74,no,no,cellular,29,aug,105,no
42,housemaid,single,primary,no,206,no,yes,cellular,24,jul,148,no
31,blue-collar,married,secondary,no,664,yes,yes,unknown,21,may,987,no
63,retired,married,unknown,no,2193,no,no,telephone,21,apr,1348,yes
49,management,divorced,tertiary,yes,0,yes,no,unknown,12,may,345,no
38,services,married,secondary,no,1970,yes,no,cellular,30,apr,701,yes
33,services,married,secondary,no,1076,no,no,cellular,11,nov,131,yes
29,technician,single,secondary,no,113,no,no,cellular,12,feb,328,yes
37,unknown,single,secondary,no,57,yes,no,unknown,27,may,142,no
65,housemaid,married,primary,no,715,no,no,cellular,11,mar,323,yes
60,technician,married,tertiary,no,804,no,no,cellular,7,aug,36,no
45,housemaid,married,secondary,no,4068,no,no,cellular,20,aug,184,yes
43,management,single,tertiary,no,2081,no,no,cellular,22,oct,554,yes
40,technician,married,secondary,no,2266,no,no,cellular,26,may,175,yes
37,blue-collar,married,secondary,no,1165,yes,no,cellular,19,nov,62,no
44,unemployed,married,secondary,no,728,yes,no,unknown,14,may,21,no
46,management,divorced,tertiary,no,194,no,no,cellular,28,jan,97,no
39,blue-collar,single,tertiary,no,48,no,no,cellular,3,jun,539,yes
41,student,married,secondary,no,1309,no,no,unknown,20,jun,28,no
43,technician,married,secondary,no,38,yes,no,cellular,14,may,273,no
62,retired,married,secondary,no,1495,no,no,cellular,17,aug,606,yes
57,management,married,tertiary,no,10583,no,no,cellular,25,mar,272,yes
33,technician,single,secondary,no,719,yes,no,cellular,9,apr,448,yes
42,blue-collar,married,secondary,no,413,yes,no,cellular,11,aug,589,yes
40,management,single,tertiary,no,0,no,no,cellular,6,aug,641,yes
53,management,married,tertiary,no,34230,yes,yes,cellular,7,may,279,no
58,self-employed,married,tertiary,no,5810,no,no,cellular,12,mar,139,yes
37,management,single,tertiary,no,72,yes,yes,cellular,20,apr,885,yes
30,management,single,secondary,no,4642,yes,no,cellular,21,nov,528,yes
49,management,married,secondary,no,1623,yes,no,cellular,19,nov,1081,yes
34,blue-collar,married,primary,no,602,yes,no,cellular,16,jul,680,no
50,management,married,tertiary,no,1622,yes,yes,cellular,14,jul,58,no
31,management,single,tertiary,no,59,yes,yes,cellular,6,may,1347,yes
58,management,married,tertiary,no,4152,yes,no,cellular,30,apr,750,yes
45,technician,married,unknown,no,473,yes,no,unknown,27,may,147,no
48,management,married,tertiary,no,0,yes,no,cellular,6,sep,194,yes
33,blue-collar,married,primary,no,208,yes,no,cellular,16,jul,284,no
30,admin.,single,secondary,no,313,yes,no,cellular,4,feb,1121,yes
37,technician,married,secondary,no,64,yes,no,cellular,12,may,239,no
33,admin.,married,secondary,no,920,no,no,cellular,16,nov,130,yes
35,management,single,tertiary,no,1618,yes,yes,cellular,7,may,542,yes
41,management,divorced,tertiary,no,25,yes,yes,cellular,26,mar,117,yes
47,blue-collar,married,primary,no,2749,yes,no,cellular,30,apr,774,yes
37,blue-collar,married,secondary,no,195,yes,no,unknown,1,jul,10,no
33,unemployed,married,secondary,no,1211,no,no,cellular,7,aug,456,yes
36,blue-collar,married,primary,no,1993,yes,yes,cellular,13,may,174,no
48,housemaid,married,tertiary,no,5473,no,no,cellular,24,aug,232,yes
43,admin.,single,secondary,no,6,no,no,unknown,16,may,244,no
34,housemaid,married,secondary,no,0,yes,no,unknown,30,oct,154,yes
39,services,married,secondary,no,2040,yes,no,cellular,12,may,312,no
57,management,divorced,tertiary,no,3287,no,no,cellular,22,jun,867,yes
45,blue-collar,married,secondary,no,1124,yes,no,unknown,19,may,37,no
38,unemployed,married,primary,no,7005,yes,no,cellular,25,jan,696,yes
28,student,single,secondary,no,459,no,no,cellular,16,mar,83,no
36,admin.,single,secondary,no,281,no,no,cellular,9,jul,225,no
43,blue-collar,married,primary,no,190,yes,no,cellular,13,may,168,no
33,technician,married,secondary,no,73,yes,no,cellular,2,jul,218,yes
35,blue-collar,married,secondary,no,257,yes,no,cellular,14,may,186,no
44,blue-collar,married,primary,no,1265,yes,no,cellular,16,jul,555,yes
49,blue-collar,married,primary,no,186,yes,no,unknown,9,may,241,no
38,management,married,unknown,no,3576,no,no,cellular,25,nov,349,yes
57,management,married,tertiary,no,375,no,no,cellular,21,oct,135,yes
30,services,married,unknown,no,280,yes,yes,unknown,28,may,674,no
35,blue-collar,divorced,secondary,no,336,yes,no,cellular,14,may,191,yes
28,services,single,secondary,no,340,yes,no,cellular,24,jul,821,yes
22,student,single,unknown,no,1215,no,no,cellular,19,feb,145,yes
26,management,single,tertiary,no,222,no,no,cellular,26,apr,192,yes
58,housemaid,single,secondary,no,11494,no,no,telephone,4,mar,220,no
60,retired,married,secondary,no,18967,yes,no,cellular,29,jan,177,yes
48,management,married,secondary,no,0,yes,yes,cellular,3,nov,1233,yes
46,technician,married,secondary,no,138,yes,no,cellular,7,apr,226,no
37,services,single,tertiary,no,1189,no,no,cellular,13,sep,323,yes
30,management,single,tertiary,no,3779,no,no,cellular,13,apr,1093,yes
30,student,single,secondary,no,1681,no,no,cellular,23,mar,128,yes
39,unemployed,married,secondary,no,-455,yes,no,unknown,23,may,542,no
30,management,single,tertiary,no,147,no,no,cellular,9,sep,234,yes
48,management,married,tertiary,no,13501,no,no,unknown,19,jun,63,no
29,entrepreneur,single,tertiary,no,135,yes,no,cellular,12,may,245,no
36,services,married,secondary,no,-182,yes,yes,cellular,8,may,19,no
30,technician,married,secondary,no,-910,yes,no,cellular,15,may,124,no
44,housemaid,married,secondary,no,829,no,no,cellular,28,jul,47,no
32,admin.,married,secondary,no,1785,yes,no,cellular,18,nov,51,no
29,management,single,tertiary,no,-27,no,no,cellular,13,may,270,yes
76,retired,married,primary,no,1492,no,no,telephone,3,nov,383,yes
29,blue-collar,married,secondary,no,-8,yes,yes,unknown,4,jun,433,no
56,retired,single,primary,no,223,yes,no,unknown,7,may,97,no
32,admin.,married,secondary,no,8749,yes,yes,unknown,21,oct,294,yes
31,admin.,divorced,secondary,no,253,yes,no,unknown,13,may,289,no
34,admin.,single,secondary,no,88,yes,no,unknown,27,may,169,no
30,management,single,tertiary,no,3384,no,no,cellular,4,jun,578,yes
59,retired,married,primary,no,363,no,no,cellular,30,apr,400,yes
32,services,married,primary,no,228,yes,no,cellular,21,jul,1017,yes
44,entrepreneur,married,tertiary,no,624,no,no,telephone,14,aug,552,yes
46,technician,married,unknown,no,3308,no,no,cellular,27,oct,171,yes
34,admin.,married,secondary,no,1474,no,no,cellular,2,apr,739,yes
30,services,single,secondary,no,-174,yes,no,unknown,7,may,113,no
36,blue-collar,single,secondary,no,459,yes,yes,cellular,20,apr,305,no
53,retired,divorced,tertiary,no,-309,yes,no,cellular,21,aug,343,yes
28,management,single,tertiary,no,1584,yes,no,cellular,1,sep,222,yes
30,management,single,tertiary,no,2544,no,no,cellular,9,apr,152,yes
34,management,single,tertiary,no,212,no,no,cellular,25,mar,278,yes
25,student,single,unknown,no,3,no,no,cellular,26,may,170,yes
36,unemployed,married,secondary,no,-35,no,no,cellular,30,jan,339,no
24,management,single,tertiary,no,736,yes,no,cellular,15,apr,442,yes
55,admin.,divorced,secondary,no,1872,no,no,cellular,28,aug,155,yes
53,technician,married,secondary,no,287,no,no,telephone,6,feb,13,no
31,admin.,single,secondary,no,523,no,yes,cellular,16,oct,141,no
29,self-employed,single,tertiary,no,579,no,no,unknown,30,may,296,no
33,management,married,secondary,no,180,yes,no,cellular,18,may,37,no
36,management,married,tertiary,no,630,no,no,cellular,2,feb,285,yes
27,admin.,married,secondary,no,953,yes,no,unknown,26,may,340,no
29,management,single,tertiary,no,1445,no,no,cellular,26,apr,328,yes
34,admin.,divorced,secondary,no,661,yes,no,cellular,5,aug,245,yes
50,unemployed,married,primary,no,705,no,no,unknown,5,jun,504,yes
32,admin.,divorced,secondary,no,-46,no,yes,cellular,18,jul,1373,yes
60,retired,divorced,tertiary,no,979,yes,no,cellular,15,jan,295,yes
27,admin.,single,secondary,no,-242,no,yes,cellular,29,jul,20,no
39,services,married,primary,no,276,yes,yes,cellular,13,may,628,no
54,management,divorced,tertiary,no,5475,no,no,cellular,21,oct,1032,yes
41,blue-collar,married,primary,no,8,yes,no,cellular,15,jul,155,no
33,admin.,single,secondary,no,572,yes,no,cellular,14,apr,344,yes
22,student,single,secondary,no,3982,no,no,cellular,20,apr,206,yes
49,management,married,tertiary,no,1093,yes,yes,cellular,15,sep,316,yes
39,blue-collar,married,primary,no,0,no,no,unknown,6,jun,178,no
61,technician,divorced,secondary,no,6481,no,no,cellular,19,oct,131,yes
47,services,married,secondary,no,459,no,no,cellular,19,aug,599,no
57,admin.,divorced,secondary,no,1403,yes,no,cellular,16,jul,547,no
46,management,divorced,tertiary,no,1329,no,no,cellular,3,jul,247,yes
38,blue-collar,married,secondary,no,137,no,no,cellular,10,jul,624,no
76,retired,married,primary,no,3324,no,no,cellular,11,feb,309,yes
31,management,single,tertiary,no,825,yes,no,unknown,21,may,506,yes
33,blue-collar,married,secondary,no,0,yes,no,cellular,19,nov,330,no
29,management,married,tertiary,no,0,yes,no,telephone,15,jul,91,no
44,blue-collar,single,primary,no,343,yes,yes,cellular,18,may,19,no
56,management,married,tertiary,no,12356,yes,no,cellular,26,may,410,yes
39,technician,married,secondary,no,4444,yes,no,unknown,21,may,244,no
27,management,single,tertiary,no,1840,no,no,cellular,1,jun,220,yes
35,management,divorced,tertiary,no,141,no,yes,cellular,20,nov,728,yes
58,unemployed,married,primary,no,1183,no,no,cellular,31,jul,1721,yes
58,management,married,tertiary,no,361,no,no,cellular,14,aug,503,no
44,blue-collar,married,secondary,no,3610,yes,no,unknown,29,may,23,no
71,retired,married,secondary,no,1712,no,no,cellular,11,feb,660,yes
26,admin.,single,primary,no,-122,yes,no,unknown,23,jun,670,yes
43,technician,married,secondary,no,17655,yes,no,cellular,18,nov,31,no
26,blue-collar,single,secondary,no,2007,no,no,cellular,13,oct,194,yes
52,services,divorced,secondary,no,0,yes,no,cellular,11,may,243,no
39,blue-collar,divorced,secondary,no,36,yes,no,unknown,12,may,109,no
57,admin.,married,primary,no,215,yes,yes,cellular,17,jul,210,no
32,admin.,married,secondary,no,1604,no,yes,cellular,7,jul,625,yes
30,admin.,single,secondary,no,394,yes,yes,cellular,31,jul,75,no
32,services,single,secondary,no,38,yes,no,unknown,27,may,66,no
46,admin.,married,secondary,no,311,no,no,cellular,7,aug,225,no
44,technician,divorced,secondary,no,106,yes,no,unknown,17,nov,17,no
30,admin.,single,secondary,no,72,no,no,cellular,3,feb,86,no
49,blue-collar,married,primary,no,1032,yes,no,unknown,2,jun,41,no
56,blue-collar,divorced,primary,no,-9,yes,yes,cellular,8,may,728,yes
37,services,single,secondary,no,278,yes,no,unknown,3,jun,1045,yes
37,technician,married,tertiary,no,247,no,no,cellular,20,aug,625,yes
59,management,divorced,tertiary,no,258,yes,no,telephone,29,oct,266,yes
35,blue-collar,single,primary,no,1284,yes,no,telephone,14,may,13,no
42,student,married,unknown,no,-7,no,no,telephone,31,jul,41,no
41,technician,divorced,secondary,no,348,yes,no,cellular,7,may,225,no
27,technician,single,tertiary,no,393,no,no,cellular,1,apr,165,yes
29,technician,single,tertiary,no,2489,yes,no,cellular,3,mar,355,yes
36,technician,divorced,secondary,no,54,yes,no,cellular,27,aug,1642,yes
29,technician,single,secondary,yes,-33,no,yes,cellular,10,jul,171,no
59,retired,married,secondary,no,6888,no,no,telephone,20,nov,1025,yes
65,retired,married,unknown,no,679,no,no,cellular,13,may,593,no
56,admin.,married,secondary,no,353,yes,no,unknown,5,may,106,no
53,retired,married,secondary,no,6095,yes,yes,cellular,14,may,410,no
41,services,married,secondary,no,-459,yes,no,cellular,31,jul,162,no
39,technician,married,tertiary,no,437,no,no,telephone,27,may,186,no
28,blue-collar,divorced,primary,no,319,yes,no,cellular,21,jul,120,no
58,unemployed,married,secondary,no,687,yes,no,cellular,30,apr,341,yes
58,admin.,divorced,secondary,no,1947,no,no,telephone,26,oct,228,yes
39,blue-collar,married,secondary,no,785,yes,no,cellular,11,may,1232,yes
37,technician,single,tertiary,no,0,yes,no,cellular,23,jul,366,yes
37,management,married,tertiary,no,2987,yes,no,cellular,15,feb,93,yes
43,blue-collar,married,primary,no,377,no,yes,unknown,20,jun,11,no
46,management,married,tertiary,no,2817,no,no,cellular,17,sep,543,yes
38,admin.,married,tertiary,no,1209,no,no,cellular,31,jul,98,no
42,management,married,tertiary,no,372,yes,no,cellular,4,aug,153,yes
46,blue-collar,single,tertiary,no,283,no,no,cellular,7,apr,299,yes
58,blue-collar,married,primary,no,3109,no,no,cellular,29,jun,295,yes
35,services,married,secondary,yes,-182,yes,no,cellular,8,may,270,no
75,retired,married,secondary,no,291,no,no,cellular,11,feb,515,yes
41,housemaid,married,secondary,no,879,no,no,unknown,5,jun,1053,yes
66,self-employed,married,tertiary,no,147,no,no,telephone,12,jan,411,yes
41,management,married,unknown,no,2457,yes,no,unknown,9,may,285,no
39,management,married,secondary,no,215,no,no,cellular,11,aug,1141,yes
29,technician,single,tertiary,no,354,yes,no,unknown,26,may,255,no
24,self-employed,single,secondary,no,0,yes,no,unknown,6,may,278,no
38,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,442,yes
24,technician,married,secondary,no,556,yes,no,cellular,6,nov,368,yes
45,blue-collar,married,primary,no,1335,yes,no,cellular,12,may,88,no
29,management,single,tertiary,no,5359,no,no,cellular,18,feb,147,yes
42,management,single,tertiary,yes,0,yes,no,cellular,21,nov,824,yes
37,technician,single,secondary,no,1435,no,no,cellular,18,aug,724,yes
60,blue-collar,married,primary,no,5,no,no,cellular,4,may,494,yes
36,blue-collar,married,primary,no,599,yes,no,unknown,21,may,649,yes
34,management,single,tertiary,no,0,yes,no,unknown,2,jun,83,no
31,blue-collar,single,secondary,no,16,no,no,cellular,7,jul,387,no
53,services,divorced,primary,no,-291,yes,yes,unknown,7,may,591,yes
33,blue-collar,single,secondary,no,1387,no,no,cellular,5,feb,185,no
41,services,married,secondary,no,96,yes,no,unknown,30,may,136,no
29,self-employed,married,tertiary,no,0,yes,yes,cellular,31,jul,46,no
41,self-employed,married,secondary,no,3123,yes,no,cellular,3,apr,1203,yes
26,management,single,tertiary,no,1646,no,no,cellular,18,sep,890,yes
45,services,married,secondary,no,0,no,no,cellular,11,jul,106,no
49,technician,married,secondary,no,808,yes,no,cellular,28,jan,1232,yes
30,services,single,secondary,no,-158,yes,no,cellular,12,may,426,yes
24,management,married,unknown,no,448,no,no,cellular,14,apr,324,yes
59,housemaid,married,primary,no,0,no,no,cellular,27,aug,76,no
71,retired,divorced,tertiary,no,780,no,no,telephone,22,apr,220,no
41,management,married,secondary,no,280,yes,no,cellular,27,feb,87,yes
31,admin.,single,tertiary,no,676,yes,no,cellular,22,apr,124,yes
29,blue-collar,single,secondary,no,223,no,no,cellular,24,jul,1259,no
34,technician,married,secondary,no,-1490,yes,yes,cellular,7,may,219,no
57,technician,married,tertiary,no,4043,yes,no,cellular,7,aug,122,no
42,management,married,tertiary,no,298,no,no,cellular,11,oct,137,no
34,services,married,secondary,no,1337,no,no,cellular,30,apr,442,yes
37,admin.,married,secondary,no,1396,yes,no,cellular,22,jul,199,no
61,management,married,secondary,no,985,no,no,cellular,18,aug,998,yes
44,blue-collar,married,secondary,no,1324,yes,no,telephone,25,oct,119,no
34,admin.,single,secondary,no,-32,no,yes,cellular,30,apr,246,yes
48,unemployed,married,primary,no,296,yes,no,unknown,9,may,164,no
49,technician,divorced,secondary,no,972,no,no,cellular,25,may,613,no
53,management,married,tertiary,no,261,no,no,cellular,19,aug,100,no
50,admin.,divorced,secondary,no,3423,yes,yes,unknown,4,jun,192,no
32,technician,married,secondary,no,791,yes,no,unknown,21,may,783,yes
35,blue-collar,married,primary,no,3587,yes,no,unknown,30,may,148,no
30,management,single,tertiary,no,5359,no,no,cellular,27,may,119,yes
18,student,single,primary,no,608,no,no,cellular,13,nov,210,yes
28,blue-collar,married,secondary,no,251,yes,no,cellular,7,may,754,no
50,management,married,tertiary,no,383,no,yes,cellular,11,jul,502,no
35,management,married,tertiary,no,43,yes,no,cellular,20,apr,860,yes
62,blue-collar,married,primary,no,115,no,no,telephone,29,apr,75,no
33,technician,single,tertiary,no,149,yes,no,cellular,19,nov,424,yes
28,unknown,single,secondary,no,4465,no,no,cellular,28,jan,769,yes
31,blue-collar,single,secondary,no,239,yes,no,cellular,18,may,666,yes
51,technician,single,secondary,no,8538,yes,no,cellular,11,aug,126,no
59,management,divorced,tertiary,no,3368,no,no,cellular,14,aug,260,no
34,self-employed,single,secondary,no,3,yes,no,unknown,5,may,301,no
34,services,single,secondary,no,215,no,no,cellular,28,jul,56,no
44,unemployed,single,primary,yes,-4,no,yes,cellular,30,jul,788,yes
41,management,married,tertiary,no,328,yes,no,cellular,29,jul,65,no
26,blue-collar,single,secondary,yes,81,no,yes,cellular,8,jul,803,yes
30,services,single,secondary,no,1510,yes,no,cellular,18,nov,191,no
28,technician,single,tertiary,no,1628,yes,no,cellular,25,jul,1422,yes
36,self-employed,married,secondary,no,44,yes,no,cellular,18,nov,199,no
